,0
card2spent,1.1905501796599707
cardmon,1.0785611343249413
cardspent,1.5071903540770195
cardten,0.83379404900715
cardtenurecat,2.7940792139633723
carvalue,1.0981884426894197
commutetime,4.402769322599167
creddebt,0.7386729002080773
debtinc,1.5885298305160105
employ,1.012240146851453
equipten,0.5249518818799583
hourstv,3.8342878088314807
income,1.1517696944983413
lncreddebt,-0.10294432433868828
lnlongmon,3.000338193884329
lnothdebt,0.6324271127597966
longmon,1.1490931535828288
othdebt,0.8344525869411735
pets,0.9099706239981243
tollmon,0.8311315969550235
tollten,0.6233297945001292
wiremon,0.5536600619506996
wireten,0.44085780718787093
townsize,1.884148152981516
active_1,0.9341622857030584
bfast_2,0.6680873879086157
bfast_3,0.7745966692414834
birthmonth_August,0.297281252007169
birthmonth_December,0.2940818548152792
birthmonth_February,0.30203731330651756
birthmonth_January,0.3028251257220229
birthmonth_July,0.3000617624091461
birthmonth_June,0.30282512572202286
birthmonth_March,0.30124813078287227
birthmonth_May,0.31486928830611544
birthmonth_November,0.29448306946306985
birthmonth_October,0.2988722448411419
birthmonth_September,0.3175478481162183
callcard_1,1.5885868483564143
callid_1,0.9515712295346308
callwait_1,0.9588460755226073
carbought_0,1.175621838839416
carbought_1,0.6866249313495648
carbuy_1,0.7516283835227737
carcatvalue_1,0.960384070294781
carcatvalue_2,0.5825850187268843
carcatvalue_3,0.44839372218897827
card_2,0.5764265081672416
card_3,0.5619514869490163
card_4,0.6063125263837871
card_5,0.21606021846450751
card2_2,0.5930570631767514
card2_3,0.6186625597463115
card2_4,0.5437577162704248
card2_5,0.2722386013568672
card2benefit_2,0.566880115667424
card2benefit_3,0.5884364064329503
card2benefit_4,0.5909005996091529
card2fee_1,0.47991140914748137
card2tenurecat_2,0.505930664942553
card2tenurecat_3,0.478964952393023
card2tenurecat_4,0.42337369193050706
card2tenurecat_5,0.7905437217609155
card2type_2,0.5727313928360951
card2type_3,0.5795057176911735
card2type_4,0.5986038270013189
cardbenefit_2,0.5714996355008056
cardbenefit_3,0.5847406534325318
cardbenefit_4,0.5773502691896258
cardfee_1,0.4840073810413361
cardtype_2,0.574578971896348
cardtype_3,0.5795057176911734
cardtype_4,0.5804294924639212
carown_0,0.4361110079273626
carown_1,1.6905693394114378
cars_1,0.5369615913449932
cars_2,0.6882021238541305
cars_3,0.5255105201508131
cars_4,0.32625063641404056
cars_5,0.1752578569696724
cars_6,0.10151409825175738
cars_7,0.05105661193045151
cars_8,0.01414355004946072
cartype_0,0.9181384715044982
cartype_1,0.8921754376210167
churn_1,0.5822770807971399
commutebike_1,0.37519483112783175
commutebus_1,0.826741606248097
commutecar_1,1.45439499363405
commutecarpool_1,0.6109411652426772
commutecat_2,0.2503981951023624
commutecat_3,0.49405522949714936
commutecat_4,0.39200595194336235
commutecat_5,0.17766799673013783
commutemotorcycle_1,0.33812762013360304
commutenonmotor_1,0.2490423459162583
commutepublic_1,0.32474755923255816
commuterail_1,0.6152639804559827
commutewalk_1,0.789208289436665
confer_1,0.9569267538639185
default_1,0.5530135395523147
ebill_1,0.7315429246873466
edcat_2,0.6756123760903722
edcat_3,0.5068658812929747
edcat_4,0.5344881215424164
edcat_5,0.27603365008516095
empcat_2,0.555788200270759
empcat_3,0.4899789435061114
empcat_4,0.39302390556892247
empcat_5,0.5419050293197785
forward_1,0.9619243323958984
gender_1,1.0072261076390696
homeown_1,1.3037576528168946
hometype_2,0.6696534099483017
hometype_3,0.4672510960336416
hometype_4,0.24858913849793662
inccat_2,0.7490237167505186
inccat_3,0.44903699462589725
inccat_4,0.3865556717425342
inccat_5,0.28842487435306363
internet_1,0.42796251787522827
internet_2,0.3497634281450664
internet_3,0.36857474427478
internet_4,0.36400938347394035
jobcat_2,0.6986381310057719
jobcat_3,0.3762346494084844
jobcat_4,0.21042186214087583
jobcat_5,0.3152528267390009
jobcat_6,0.3994430259540181
jobsat_2,0.5096696621588038
jobsat_3,0.5264401278148265
jobsat_4,0.5049951290074838
jobsat_5,0.46629781241828944
multline_1,0.9770629825815715
news_1,0.9466224412429142
owncd_1,3.725715016067705
owndvd_1,3.2517801392581993
ownfax_1,0.4666156351843974
owngame_1,0.9508083705468227
ownipod_1,0.959230362251333
ownpc_1,1.3127496131558976
ownpda_1,0.5015620156764883
owntv_1,7.604178417933438
ownvcr_1,3.293682017473375
pager_1,0.5674961008073252
pets_birds_1,0.17220347337908748
pets_birds_2,0.13384808346126614
pets_birds_3,0.09948361928965135
pets_birds_4,0.06337242505244779
pets_birds_5,0.014143550049460722
pets_dogs_1,0.41015155621479793
pets_dogs_2,0.2785430072655778
pets_dogs_3,0.1547923767822287
pets_dogs_4,0.08515994337054891
pets_dogs_5,0.02829559174871464
pets_dogs_7,0.01414355004946072
pets_cats_1,0.4758066360075025
pets_cats_2,0.3194523636655892
pets_cats_3,0.18181818181818182
pets_cats_4,0.08274392173916148
pets_cats_5,0.03163859985841663
pets_cats_6,0.020004001200400138
pets_freshfish_1,0.05840889862075387
pets_freshfish_2,0.11296364858825098
pets_freshfish_3,0.1633831238975984
pets_freshfish_4,0.21555267386739957
pets_freshfish_5,0.23468044298286264
pets_freshfish_6,0.22989830851796855
pets_freshfish_7,0.21908519621983333
pets_freshfish_8,0.16594583124230494
pets_freshfish_9,0.14998295745037957
pets_freshfish_10,0.10448881981066974
pets_freshfish_11,0.08396038004871988
pets_freshfish_12,0.060108292477564586
pets_freshfish_13,0.02829559174871464
pets_freshfish_14,0.02829559174871464
pets_freshfish_15,0.03163859985841663
pets_freshfish_16,0.01414355004946072
pets_reptiles_1,0.1527480569130362
pets_reptiles_2,0.09636091489006182
pets_reptiles_3,0.06176159875933407
pets_reptiles_4,0.01414355004946072
pets_reptiles_5,0.014143550049460722
pets_reptiles_6,0.01414355004946072
pets_saltfish_1,0.024502249205525555
pets_saltfish_2,0.04695583745901302
pets_saltfish_3,0.046955837459013015
pets_saltfish_4,0.04476614810358452
pets_saltfish_5,0.04003203845127179
pets_saltfish_6,0.046955837459013015
pets_saltfish_7,0.024502249205525555
pets_saltfish_8,0.01414355004946072
pets_small_1,0.12588572825633002
pets_small_2,0.12992386813470416
pets_small_3,0.10050378152592121
pets_small_4,0.07229924856444576
pets_small_5,0.04476614810358452
pets_small_6,0.024502249205525555
pets_small_7,0.01414355004946072
polcontrib_1,0.5594865593417179
polparty_1,0.7852092128350967
polview_2,0.37727302130186696
polview_3,0.38962589633182115
polview_4,0.7283241557923378
polview_5,0.46629781241828944
polview_6,0.4503226331192412
polview_7,0.13229141128968838
reason_2,0.2696871772404166
reason_3,0.10738462938597564
reason_4,0.14645975437882874
reason_9,2.067428742030914
region_2,0.4984370077418427
region_3,0.5009373250744444
region_4,0.4893511533794852
region_5,0.5084238784431306
reside_2,0.6443817592732751
reside_3,0.3522793201771294
reside_4,0.3410580702437788
reside_5,0.24722569302909878
reside_6,0.14212656047340919
reside_7,0.07637955387570329
reside_8,0.03744279300275269
reside_9,0.020004001200400138
response_01_1,0.30203731330651756
response_02_1,0.38621381693041074
response_03_1,0.33812762013360304
retire_1,0.41612274837781166
spousedcat_1,0.37136954519557874
spousedcat_2,0.4328584309882461
spousedcat_3,0.33591992941203297
spousedcat_4,0.2924732453035846
spousedcat_5,0.14645975437882874
telecommute_1,0.4811726234898024
tollfree_1,0.952334639824154
union_1,0.4220590432673727
voice_1,0.6593331703738533
vote_1,1.0366719812363494
addresscat_2,0.4599280397986951
addresscat_3,0.5684200467641659
addresscat_4,0.5431402167040248
addresscat_5,0.5486956121907361
agecat_3,0.4662978124182895
agecat_4,0.5687280208261615
agecat_5,0.5604109624021928
agecat_6,0.5211693558304872
wireless_1,0.6063125263837871
equip_1,0.7190203691566296
